No.,Time,Source,Destination,Source Port,Destination Port,Source,Destination,Protocol,Length,Info
569,0.852026,10.42.42.253,10.42.42.50,60099,3517,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,60099  >  3517 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
570,0.852102,10.42.42.253,10.42.42.56,52798,6156,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,52798  >  6156 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
571,0.852159,10.42.42.56,10.42.42.253,6156,52798,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"6156  >  52798 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
572,0.85216,10.42.42.25,10.42.42.253,7002,43584,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"7002  >  43584 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
573,0.852283,10.42.42.253,10.42.42.25,41297,80,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,41297  >  1149 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
574,0.852366,10.42.42.253,10.42.42.50,49904,1113,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,49904  >  1113 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
575,0.852436,10.42.42.253,10.42.42.56,45610,2399,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,45610  >  2399 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
576,0.852469,10.42.42.25,10.42.42.253,1149,41297,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1149  >  41297 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
577,0.85247,10.42.42.56,10.42.42.253,2399,45610,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"2399  >  45610 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
578,0.852472,10.42.42.50,10.42.42.253,3517,60099,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"3517  >  60099 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
579,0.852507,10.42.42.50,10.42.42.253,1113,49904,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1113  >  49904 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
580,0.852586,10.42.42.253,10.42.42.25,53438,81,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,53438  >  3517 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
581,0.852655,10.42.42.253,10.42.42.50,39845,5718,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,39845  >  5718 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
582,0.852745,10.42.42.253,10.42.42.56,60939,2009,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,60939  >  2009 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
583,0.852811,10.42.42.25,10.42.42.253,3517,53438,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"3517  >  53438 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
584,0.852813,10.42.42.56,10.42.42.253,2009,60939,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"2009  >  60939 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
585,0.852857,10.42.42.253,10.42.42.25,55903,81,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,55903  >  1113 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
586,0.853003,10.42.42.253,10.42.42.50,60396,1248,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,60396  >  1248 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
587,0.853007,10.42.42.253,10.42.42.56,46967,5906,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,46967  >  5906 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
588,0.853097,10.42.42.56,10.42.42.253,5906,46967,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"5906  >  46967 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
589,0.8531,10.42.42.25,10.42.42.253,1113,55903,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1113  >  55903 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
590,0.853103,10.42.42.50,10.42.42.253,5718,39845,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"5718  >  39845 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
591,0.853106,10.42.42.50,10.42.42.253,1248,60396,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1248  >  60396 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
592,0.853152,10.42.42.253,10.42.42.25,44452,81,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,44452  >  5718 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
593,0.853266,10.42.42.253,10.42.42.50,42961,50800,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,42961  >  50800 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
594,0.853352,10.42.42.253,10.42.42.56,36406,5911,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,36406  >  5911 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64
595,0.85342,10.42.42.25,10.42.42.253,5718,44452,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5718  >  44452 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
596,0.853424,10.42.42.56,10.42.42.253,5911,36406,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"5911  >  36406 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
597,0.853923,10.42.42.50,10.42.42.253,50800,42961,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"50800  >  42961 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
598,0.854887,10.42.42.253,10.42.42.56,49757,9876,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,49757  >  9876 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
599,0.854889,10.42.42.56,10.42.42.253,9876,49757,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"9876  >  49757 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
600,0.854985,10.42.42.253,10.42.42.25,44103,81,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,44103  >  1248 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
601,0.855107,10.42.42.253,10.42.42.50,51350,50003,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,51350  >  50003 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
602,0.855197,10.42.42.253,10.42.42.56,55187,5988,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,55187  >  5988 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
603,0.855199,10.42.42.25,10.42.42.253,1248,44103,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1248  >  44103 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
604,0.855228,10.42.42.56,10.42.42.253,5988,55187,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"5988  >  55187 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
605,0.855331,10.42.42.253,10.42.42.25,39565,82,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,39565  >  50800 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
606,0.855417,10.42.42.253,10.42.42.50,56091,2288,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,56091  >  2288 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
607,0.855421,10.42.42.253,10.42.42.56,50091,2004,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,50091  >  2004 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
608,0.855521,10.42.42.56,10.42.42.253,2004,50091,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"2004  >  50091 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
609,0.855576,10.42.42.25,10.42.42.253,50800,39565,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"50800  >  39565 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
610,0.855578,10.42.42.253,10.42.42.25,57469,82,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,57469  >  50003 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
611,0.855707,10.42.42.253,10.42.42.50,52967,6156,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,52967  >  6156 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
612,0.855711,10.42.42.25,10.42.42.253,50003,57469,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"50003  >  57469 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
613,0.855781,10.42.42.253,10.42.42.56,35634,1048,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,35634  >  1048 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
614,0.855785,10.42.42.50,10.42.42.253,50003,51350,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"50003  >  51350 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
615,0.855788,10.42.42.50,10.42.42.253,2288,56091,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"2288  >  56091 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
616,0.855793,10.42.42.56,10.42.42.253,1048,35634,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1048  >  35634 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
617,0.855835,10.42.42.50,10.42.42.253,6156,52967,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"6156  >  52967 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
618,0.855993,10.42.42.253,10.42.42.25,37894,82,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,37894  >  2288 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
619,0.855997,10.42.42.253,10.42.42.50,45183,2399,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,45183  >  2399 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
620,0.856067,10.42.42.25,10.42.42.253,2288,37894,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2288  >  37894 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
621,0.856071,10.42.42.253,10.42.42.56,49198,83,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,49198  >  83 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
622,0.856152,10.42.42.56,10.42.42.253,83,49198,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"83  >  49198 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
623,0.856283,10.42.42.253,10.42.42.25,59713,82,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,59713  >  6156 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
624,0.856354,10.42.42.253,10.42.42.50,54400,2009,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,54400  >  2009 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
625,0.856357,10.42.42.25,10.42.42.253,6156,59713,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"6156  >  59713 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
626,0.856429,10.42.42.253,10.42.42.56,39669,1175,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,39669  >  1175 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
627,0.856432,10.42.42.56,10.42.42.253,1175,39669,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1175  >  39669 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
628,0.856435,10.42.42.50,10.42.42.253,2399,45183,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"2399  >  45183 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
629,0.85645,10.42.42.50,10.42.42.253,2009,54400,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"2009  >  54400 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
630,0.856588,10.42.42.253,10.42.42.25,50243,82,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,50243  >  2399 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
631,0.856671,10.42.42.25,10.42.42.253,2399,50243,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2399  >  50243 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
632,0.856675,10.42.42.253,10.42.42.50,41074,5906,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,41074  >  5906 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
633,0.856685,10.42.42.253,10.42.42.56,35476,6566,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,35476  >  6566 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
634,0.856764,10.42.42.56,10.42.42.253,6566,35476,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"6566  >  35476 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
635,0.856916,10.42.42.253,10.42.42.25,49755,82,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,49755  >  2009 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
636,0.856926,10.42.42.253,10.42.42.50,52289,5911,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,52289  >  5911 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
637,0.856959,10.42.42.25,10.42.42.253,2009,49755,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2009  >  49755 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
638,0.857031,10.42.42.253,10.42.42.56,56274,17988,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,56274  >  17988 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
639,0.857084,10.42.42.56,10.42.42.253,17988,56274,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"17988  >  56274 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
640,0.857086,10.42.42.50,10.42.42.253,5906,41074,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"5906  >  41074 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
641,0.857087,10.42.42.50,10.42.42.253,5911,52289,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"5911  >  52289 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
642,0.857234,10.42.42.253,10.42.42.25,58606,83,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,58606  >  5906 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
643,0.857237,10.42.42.253,10.42.42.50,43470,9876,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,43470  >  9876 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
644,0.857382,10.42.42.25,10.42.42.253,5906,58606,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5906  >  58606 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
645,0.857383,10.42.42.253,10.42.42.56,59900,306,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,59900  >  306 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
646,0.857431,10.42.42.56,10.42.42.253,306,59900,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"306  >  59900 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
647,0.857494,10.42.42.253,10.42.42.25,42175,83,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,42175  >  5911 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
648,0.857651,10.42.42.253,10.42.42.50,51225,5988,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,51225  >  5988 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
649,0.857654,10.42.42.253,10.42.42.56,32972,2522,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,32972  >  2522 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
650,0.857657,10.42.42.25,10.42.42.253,5911,42175,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5911  >  42175 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
651,0.857729,10.42.42.56,10.42.42.253,2522,32972,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"2522  >  32972 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
652,0.857732,10.42.42.50,10.42.42.253,9876,43470,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"9876  >  43470 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
653,0.857735,10.42.42.50,10.42.42.253,5988,51225,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"5988  >  51225 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
654,0.857818,10.42.42.253,10.42.42.25,48781,83,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,48781  >  9876 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
655,0.857944,10.42.42.25,10.42.42.253,9876,48781,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"9876  >  48781 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
656,0.857948,10.42.42.253,10.42.42.50,59375,2004,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,59375  >  2004 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
657,0.857951,10.42.42.253,10.42.42.56,38141,1687,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,38141  >  1687 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300155 TSecr=0 WS=64
658,0.858054,10.42.42.56,10.42.42.253,1687,38141,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1687  >  38141 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
659,0.858196,10.42.42.253,10.42.42.25,37625,83,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,37625  >  5988 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
660,0.858199,10.42.42.25,10.42.42.253,5988,37625,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5988  >  37625 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
661,0.858302,10.42.42.253,10.42.42.50,58974,1048,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,58974  >  1048 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
662,0.858305,10.42.42.253,10.42.42.56,39263,1111,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,39263  >  1111 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
663,0.858377,10.42.42.56,10.42.42.253,1111,39263,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1111  >  39263 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
664,0.858406,10.42.42.50,10.42.42.253,2004,59375,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"2004  >  59375 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
665,0.858407,10.42.42.50,10.42.42.253,1048,58974,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1048  >  58974 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
666,0.858508,10.42.42.253,10.42.42.25,40270,84,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,40270  >  2004 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
667,0.858592,10.42.42.253,10.42.42.50,51906,83,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,51906  >  83 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
668,0.858596,10.42.42.25,10.42.42.253,2004,40270,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2004  >  40270 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
669,0.858599,10.42.42.253,10.42.42.56,55654,1494,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,55654  >  1494 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
670,0.858667,10.42.42.56,10.42.42.253,1494,55654,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1494  >  55654 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
671,0.859163,10.42.42.50,10.42.42.253,83,51906,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"83  >  51906 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
672,0.860258,10.42.42.253,10.42.42.56,55425,3052,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,55425  >  3052 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
673,0.860263,10.42.42.56,10.42.42.253,3052,55425,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"3052  >  55425 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
674,0.860266,10.42.42.253,10.42.42.25,60749,84,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,60749  >  1048 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
675,0.860431,10.42.42.253,10.42.42.50,49789,1175,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,49789  >  1175 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
676,0.860434,10.42.42.253,10.42.42.56,39100,2910,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,39100  >  2910 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
677,0.860437,10.42.42.25,10.42.42.253,1048,60749,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1048  >  60749 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
678,0.860508,10.42.42.56,10.42.42.253,2910,39100,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"2910  >  39100 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
679,0.860605,10.42.42.253,10.42.42.25,42796,85,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,42796  >  83 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
680,0.860665,10.42.42.253,10.42.42.50,53698,6566,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,53698  >  6566 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
681,0.860773,10.42.42.25,10.42.42.253,83,42796,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"83  >  42796 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
682,0.860777,10.42.42.253,10.42.42.56,47986,6580,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,74,47986  >  6580 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
683,0.860847,10.42.42.56,10.42.42.253,6580,47986,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"6580  >  47986 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
684,0.860917,10.42.42.253,10.42.42.25,47425,85,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,74,47425  >  1175 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
685,0.860976,10.42.42.253,10.42.42.50,43098,17988,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,74,43098  >  17988 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300156 TSecr=0 WS=64
